"RT @kylegriffin1: Steel and aluminum tariffs imposed by the Trump admin have cost Ford Motor Co. about $1,000,000,000 in profits, its CEO s…",[],joecuppa,"Oakland, California"
RT @SaraCarterDC: It’s funny and ironic that nation’s leaders laughed when droves of people from their own nations risk their lives to come…,[],M_RevereUSA,"Brooklyn, NY"
Netanyahu 'not surprised' at Trump's preference for two-state solution https://t.co/iZb8q5S5se,[],adalnewspk,
RT @BIGSEXYYT: YEA TWITTER WE USED YOUR PLATFORM 2 SHOW SUPPORT 4 PRESIDENT TRUMP!!!!,[],redellis1,
"RT @JessieJaneDuff: President Trump will award an 80 year old Marine the Medal of Honor.

50 yrs ago Canley carried wounded Marines while u…",[],mdpaniccia,
"RT @marcorubio: Even if you don’t agree with anything else @realDonaldTrump says or does,if you care about returning security,prosperity &amp;…",[],coman_g_ocho,
"Seth Meyers: If Michael Avenetti Was Such a Low Life, Trump Would've Hired Him https://t.co/gacmAFsOpJ",[],NewsiniApp,
"RT @DGComedy: Trump: ‘These women were paid to say bad things about me.’ 

Actually YOU paid them $130k NOT to say bad things about you and…",[],redmurphy1970,Scotland
"RT @thedailybeast: Former Trump aide George Papadopoulos, who was convicted of lying to the FBI, has been shopping a book that will defend…",[],Gracenigma1,"St Louis, MO"
RT @MissPotkin: THIS IS TERRIFYINGLY BRILLIANT. https://t.co/mbbJwJiJbv,[],gm_stone,"Newcastle upon Tyne, UK"
Trump says he wants two-state solution for Middle East conflict https://t.co/5GgFs9eEQa,[],adalnewspk,
RT @SenatorDurbin: Farmers aren't working night and day for a government bailout check. They want to be reliable sellers and make good on t…,[],DarlaBu54919965,"Minnesota, USA"
"RT @DaddyDaddymac: Here’s a question..

After that unhinged press conference, how can ANY American, even the ardent trump supporter not say…",[],ltanner70,
"@SenFeinstein Outrageous!
Trump taught the GOP how to fight Dems slimy tactics.
New ball game Sen.
Sandbagging that… https://t.co/VUZzhdueHO",[],Have_thatgoing4,"Las Vegas, NV"
"RT @RNRKentucky: Ahead of Senate hearing, witnesses surface to say Christine Ford may have mistaken them for Kavanaugh. 

If we trust God f…",[],Chrisconsrv1776,"Upstate, NY"
RT @seanhannity: Latest from @SaraCarterDC Australian Government Gives No Comment on Trump Campaign Spying Accusations https://t.co/Zd8kM5E…,[],Susanjo34441302,North Carolina
"RT @newtgingrich: President Trump’s United Nations speech today is a remarkable outline of the power of patriotism, the importance of natio…",[],Jackson809453,
"MSNBC 2:12am COULD TRUMP’S SUPPORT FOR KAVANAUGH. HAVE AN NOVEMBER ELECTIONS IMPACT?
NEW CLAIMS HEIGHTEN SUSPENSE BEFORE HEARING",[],tvThirdEyeM,"San Francisco, CA"
"RT @AlanDersh: The extremes have rejected nuanced dialogue and opted for gutter accusations, false comparisons, and gross exaggerations.
ht…",[],patriotmom2911,
RT @TheDailyEdge: BREAKING: Orrin Hatch is trying to extend Trump’s pardon power to include state crimes which currently threaten his famil…,[],4cMillions,The 🍑 State
RT @RVAwonk: My skin is crawling. Trump is a fucking disgraceful excuse for a man.,[],arembooks,Paris
"@TravisAllen02 So, there IS actual proof of Trump's BIG BRAIN! 😃😂 https://t.co/HGGcDQ4Fu6",[],HanginWitMrC,
RT @ChuckModi1: My guess is Trump meant white women. https://t.co/ZlTHUh7IwR,[],LindaMi64500835,"New Haven, CT"
"RT @EdKrassen: If these sexual assault allegations aren't true, why the hell isn't Brett Kavanaugh filing a defamation lawsuit against all…",[],sophianictract,
"RT @ananavarro: In a normal world, there should be a medical team waiting to transport Trump to the psych ward after the kind of behavior w…",[],garden_henry,
"RT @CanadaLove2019: So everything is fine right @cafreeland?
Nicely done guys. 
You've guaranteed a further devastating toll on our economy…",[],emlaughsallot88,London Ontario
"RT @willchamberlain: Kavanaugh will be confirmed 

You will be disbarred 

Trump will still be President

Enjoy your day 

#MAGA

#ConfirmK…",['MAGA'],prowlerz,"Moscow, Russia"
History made everyday Trump in charge Ron.,[],BradKirkwood1,Thailand
RT @LuckyBuddy67: An A$$clown in action ...  https://t.co/RBeA2Tpkw7 via @twitchyteam,[],leslymill,"Las Vegas, Nevada🎰💰🎭🏜️"
BUSTED: #Trump official tasked with anti-#discrimination policy caught using the N-word in secret blog post… https://t.co/sS6uUUSni9,"['Trump', 'discrimination']",Gjallarhornet,"Helsingborg, Skåne Sweden"
RT @MichaelAvenatti: If the criminal Michael Cohen who is a legal idiot and who @realDoanldTramp employed for over 10 yrs is a first rate l…,[],AntonyMaxo,"Austin, TX USA"
"As a father of 2 young girls, I am shaking of anger watching this, what kind of disgusting person can think of such… https://t.co/aKIxUL0Esw",[],faab64,France
RT @GulBukhari: Pakistan Foreign Minister caught lying again. White House states President Trump merely shook hands at Qureshi’s claims of…,[],azadkhan420302,Lahore
"RT @RussInCheshire: This is brilliant. ""There's a horse loose in the hospital"" is now all I can think of when I see that dayglo gobshite in…",[],thebbcmole,
RT @tedlieu: Want to see another example of state media? Look below. https://t.co/KY4GMsWwZI,[],NoRAandNoMAGAts,
RT @TomthunkitsMind: I'm Betting Trump Will Beat Nixon. What Say You? https://t.co/KDTMHyTkFf,[],iggasuz,Colorado
"RT @EdKrassen: If these sexual assault allegations aren't true, why the hell isn't Brett Kavanaugh filing a defamation lawsuit against all…",[],thepeacemaker67,The Netherlands
RT @JohnFugelsang: Dementia is terrified of being diagnosed with Trump #TrumpPressConference,['TrumpPressConference'],ltanner70,
RT @Nell496: @EdKrassen The whole world was laughing 'at' him yesterday &amp; today they are in shock at this presser. He's off his head. #Trump,['Trump'],emereoinie,Ireland
"RT @Education4Libs: JFK told us there was a “plot in this country to enslave every man, woman, &amp; child.”

He was right.

And President Trum…",[],HoganHo19077653,"Ohio, USA"
RT @Shire46: 25th this Nut. https://t.co/q5uBLICNhD,[],KathySolberg,"Opportunity, WA"
"RT @AbbyMartin: “I don’t know when we’re going to overthrow them. It could be a few days, months, a couple of years. But it’s going to happ…",[],HayatAliAlpha,"Brooklyn, NY"
RT @LibyaLiberty: Child protection services needed here - how do you even process this without thinking about the impact of these statement…,[],Toyoking,"Pembroke Pines, FL"
RT @HerLaptop112: @essenviews When is Trump going 2 get that there's no comparison between him &amp; Obama. Obama was an actual president &amp; Tru…,[],njgirl0420,Northern New Jersey
@pennywisecmt @SheLoves2Laugh_ @bowman409 @GoldenX40 @MattxRed I mean lets just stop your BS way of thinking WHERE… https://t.co/UQRZWR8gMo,[],rizonasportsfan,"Phoenix, AZ"
RT @BTP1960: General Kelly watching the Trump press conference. https://t.co/NzeRVN34eI,[],Pammie2Pg,"New Bern, NC"
"RT @LokiSullivan: What is Diane Fienstein saying to the Senator who is a critical swing vote on the #KavanaughConfirmation 

Share this and…",['KavanaughConfirmation'],darylnelson01,"Indian Wells, CA"
"RT @ddale8: New: Trudeau spokesperson suggests Trump was lying when he said he turned down a meeting with Trudeau.

""No meeting was request…",[],OMGjustmeOMG,
"RT @AbbyMartin: “I don’t know when we’re going to overthrow them. It could be a few days, months, a couple of years. But it’s going to happ…",[],GreatRedDragon0,
"RT @LisaLeftyLoosie: @kylegriffin1 When Macrin looks at you like this, you don't need to respond to Trump. https://t.co/KczowGa7gG",[],Sane_chic,
RT @LoneWolf1006: I'm gonna create a #Trump train later today! I'll include those with a low number of followers as well as high so the tra…,['Trump'],LorrieGaft2,"Michigan, USA"
RT @sheareh: Here it is @MingGao26 https://t.co/qJG2hTh9ED,[],AMFGM,
RT @StephenKing: Trump’s news conference is like listening to a nut calling in to a radio sports talk show.,[],Lebron_v_Lamont,At a great distance.
RT @StephenKing: Trump’s news conference is like listening to a nut calling in to a radio sports talk show.,[],wishbones_stew,"Sedona, AZ"
Trump's UN press conference highlights. Oh boy. https://t.co/yrRMSuiQvr,[],markb10101,"Bristol, UK"
"RT @BasedPoland: This is probably what Donald #Trump did after coming home from his anti-globalist speech in the #UnitedNations🙂🙂🙂

#Americ…","['Trump', 'UnitedNations']",BasedPoland,"Warszawa, Polska"
RT @SenJeffMerkley: I’m suing President Donald Trump &amp; Senate Majority Leader Mitch McConnell today to stop the unconstitutional Kavanaugh…,[],ShirleyKern13,
"RT @MustangGirl3: President Trump says that the NYT is “doing very well,” and asks reporter to say, “thank you, Mr. Trump!” https://t.co/bZ…",[],Queen_Puabi,United States
"RT @economics: -Italy is due to unveil budget targets (or maybe not)
-Fed's Powell sees a bright moment for the U.S. economy with more hike…",[],matcranz,
RT @tedlieu: The most important take away from the rambling and at times bizarre #TrumpPressConference is that @realDonaldTrump said he wan…,['TrumpPressConference'],helenjmiles9,
"RT @ananavarro: In a normal world, there should be a medical team waiting to transport Trump to the psych ward after the kind of behavior w…",[],kinklezfa,United States
RT @carolecadwalla: Warning: THREAD. Because this was a big deal. Labour's dep leader asks why no investigation into Russian interference i…,[],BecoMurphy,"Scotland, United Kingdom"
RT @treasonstickers: The people who believe that Hillary and Obama teamed up with the FBI and Putin to get Trump elected so they could late…,[],RadicalAgainst1,United States
"RT @kevinroose: A photoshopped picture depicting Trump rescuing people during Hurricane Florence has been shared 275,000 times on Facebook.…",[],elsie_hellyer3,
@BBCNews @BBCPolitics backside kissing poor relation of trump-our leader,[],bachulus,middle earth
"RT @mehdirhasan: Trump was asked about world leaders laughing at him at the UN. He calls it ""fake news"" even though we all...erm...saw them…",[],birdbrook,Cambridge.
"RT @rezionet: @calebecarma We're going to be awash in adults raised in Trump homes at some point, and it's not going to be pretty.",[],jonnydrangus,occupying the multiverse
@davidaxelrod I think she majored in History@Trump U,[],mblatt58,United States
"RT @aliamjadrizvi: John Mulaney’s “horse in a hospital” bit about the Trump presidency is possibly the best of the year.

Congrats on a wel…",[],trashpandaeyes,"Manchester, England"
"RT @ProudResister: Think about how much free media they give Trump.

Think about how long it’s taken them to call Trump a liar.

Think abou…",[],dreamboy_90,"Manati, PR"
RT @LgbtResistance: .@MichaelRCaputo has a total meltdown on CNN. Just a crying big baby. I have never seen so many cry baby whack jobs in…,[],aminnidar,
"@robreiner I can't wait, until all of you guys have produced so much hate that you finally knock out Trump, and end… https://t.co/VWtYoCeDEp",[],TwitchDanmark,Danmark
"RT @smartdissent: ICYMI: @SenateGOP &amp; @HouseGOP Will Cut #Medicare &amp; #SocialSecurity Admits Larry Kudlow, the @FoxNews Shill Now Advising T…","['Medicare', 'SocialSecurity']",bonita_jay1,
"RT @DaddyDaddymac: Here’s a question..

After that unhinged press conference, how can ANY American, even the ardent trump supporter not say…",[],LULUBELLE1000,"PHILADELPHIA, PA"
"Well, they had to say something, did anyone see their faces as he mentioned their country. That was embarrassing.",[],Lou13234430,"Timberlane, LA"
"RT @BlogAlba: This is ABSOLUTELY BRILLIANT.

Please watch this.  Please retweet the hell out of this.

FACT - An I-Phone would be a better…",[],Roy1Batty,
RT @MichaelAvenatti: Trump pretends he is a tough guy. He is nothing of the kind. He grew up spoiled with a silver spoon in his mouth and a…,[],zenflakes,
"RT @benshapiro: Or alternatively, you're an attention whore looking to capitalize on unverified and wild allegations to prop up a circus 20…",[],Kamalah_Daniels,Living rent free in Maxine Water's head
"RT @i_d_g_a_f_ok: 275,000 people really thought this Dorito looking cunt was gonna jump on a rescue boat with a nice suit to help somebody…",[],BrokeBoiiDreamz,
Analysis | #Trump becomes a punchline at the U.N. https://t.co/ZODgDnMks1,['Trump'],javierespinosa2,Shanghái
"RT @ananavarro: In a normal world, there should be a medical team waiting to transport Trump to the psych ward after the kind of behavior w…",[],MtnLadyFair,"Evergreen, CO"
@euronews @AnneliseBorges @_MonicaPinna In Trump’s America? This is impossible as the Rohingya are muslims. Ain’t happening!!!!,[],fareedahibrahim,
RT @TheDailyEdge: BREAKING: Orrin Hatch is trying to extend Trump’s pardon power to include state crimes which currently threaten his famil…,[],_TheSpeakEasy,Atlanta by way of Brooklyn
"RT @theorangedouche: @SafetyPinDaily &gt;&gt;LIKE&lt;&lt; IF YOU CAN SEE THIS -- TWITTER IS CENSORING IT

KATIE JOHNSON filed her CHILD RAPE lawsuit na…",[],TedLorenz,
"RT @guypbenson: Ahem. 

Democratic operative &amp; former senior aide to Schumer says derailing Kavanaugh is step one in our ""very complicated""…",[],LILLYZ720,NEW YORK
@CNNTonight Didn’t #Trump say (abt some of the accusers against himself): ...the “REAL!!!” made-up accusations...?… https://t.co/il9lWYj7TB,['Trump'],TwitchedAtBirth,Holographic Universe/Chgo
Normalising sexual assault to own the libs.....,[],TheAngryDemoCat,Catford
RT @DVATW: Theresa May supports globalism. Donald Trump opposes it. I stand with ⁦@realDonaldTrump⁩  https://t.co/61AlHVfKKo,[],AndiNeglia,Great Britain
"RT @Gianlui91580067: WATCH: 'We are with Israel 100 percent,' Trump tells Netanyahu in NY: https://t.co/VKLawiA4Ip",[],GinnCatherine,"Tucson, AZ"
"RT @Variety: Trump on the laughter heard at the #UNGA: ""They weren't laughing at me, they were laughing with me. We had fun"" https://t.co/V…",['UNGA'],martin032639,
"RT @tictoc: ""There’s no land grab in South Africa."" 

President Cyril Ramaphosa says Trump's tweet about the country's land reform was misi…",[],joelkawonga,Blantyre
Trump just claimed he 52% of the women vote. But that was the white women vote only (and what does that tell us abo… https://t.co/1rPdsHCjqs,[],burevestnik3,
"RT @TheDailyEdge: ""Trump has repeatedly encountered trouble paying his taxes over the last three decades."" https://t.co/txzCqDsmBw",[],WickedOutlaw,Wherever I happen to be.
OH MY GOSH!!!! This is insane!!!,[],amandablount2,"Tennessee, USA"
RT @AngrierWHStaff: Shoutout to @Acosta for pointing out that Trump is a misogynist jerk and was blatantly ignoring female reporters.,[],MsTED8,
"RT @RitaPanahi: Five of the best from @netanyahu. Remember when the TDS mob including media pushed the ‘Trump is an anti-Semite, Nazi’ line…",[],buzz_commander,
"Hey @realDonaldTrump , I was at the store &amp; I heard a group of black people saying ""Trump got them unemployment num… https://t.co/aztR7htqUM",[],IsaacGoldstein9,"The Kremlin, Ohio"
"RT @tictoc: ""There’s no land grab in South Africa."" 

President Cyril Ramaphosa says Trump's tweet about the country's land reform was misi…",[],RampartapD,"रायसिंहनगर, भारत"
"If this press conference doesn’t justify invoking the 25th Amendment, I don’t know what does.  Trump is a lunatic.… https://t.co/nrTBrnNNV2",[],John6225,"Nashville, TN (Music City)"
"RT @AynRandPaulRyan: Watch the Chinese UN diplomat look over and shrug his shoulders like, ""whatever, dude. We know what you are.""

Also, c…",[],royse_dana,"Sherwood, OR"
"RT @DGComedy: Trump: ‘These women were paid to say bad things about me.’ 

Actually YOU paid them $130k NOT to say bad things about you and…",[],SJSpecialK3,
RT @scotland4bernie: Are those girls going to report this stuff? Probably not. And then 30 years from now an awful congressman will say “wh…,[],kneeddough,Portland
The latest The  Part-Time Anonymous  Daily! https://t.co/xvXrldVOQL Thanks to @cicoglobal @1tomaskozak #global #trump,"['global', 'trump']",ParttimeOccupy,Global
"RT @psychdr100: Trump's pupils are huge, even under bright lights. These are signs of stimulant use:
a burst of energy, making the user tal…",[],DarleenRusnak,"Kentucky, USA"
"RT @EdKrassen: BREAKING: Trump literally just said the people of the UN “weren’t laughing at me, they were laughing with me.”

Lolololololo…",[],HanginWitMrC,
RT @elzey_t: Trump Jr. just called Michael Avenatti a “porn lawyer.” Avenatti’s response is breaking Twitter in half - https://t.co/7ysT9sa…,[],IBRustyJim,Chesapeake Virginia
"RT @guypbenson: Ahem. 

Democratic operative &amp; former senior aide to Schumer says derailing Kavanaugh is step one in our ""very complicated""…",[],JoshWiglusz,
RT @tonyschwartz: It took 60 accusers before Cosby finally got convicted of sexual assault. Trump has been accused by 19 &amp; still hasn't bee…,[],ntned,
RT @MichaelAvenatti: Trump is a moron. He knows nothing about me or my client. He is trying to divert attention away from Julie as a smokes…,[],GorChez,Abu Dhabi 
"RT @carolecadwalla: Two days, the great @JaneMayerNYer published this piece in @NewYorker &amp; addresses the denialism about if and how Russia…",[],BecoMurphy,"Scotland, United Kingdom"
"RT @republicofspin: Kudos to @HillaryClinton for writing this essay. It may not change Trump supporters’ minds, but it is sharp and clarify…",[],Keds1250878727,Texas
Trump Bragging About Accomplishments Triggers Laughter at United Nations https://t.co/Wtmv28ZQjx,[],iType2Tweet,"SK, Canada"
"RT @cjdtwit: 🇺🇸🌟🇺🇸

Do you agree we are truly blessed to have such a president as Donald J. Trump? A man who stands FOR his people and AGAI…",[],Chrisconsrv1776,"Upstate, NY"
"RT @atrupar: WOW! The UN audience laughs at Trump after he claims, ""my administration has accomplished more than almost any administration…",[],Desiree_Oz,"Melbourne, Australia"
RT @aravosis: .@KirstenPowers utterly destroys Trump sycophant Michael Caputo for blaming the victims. https://t.co/sD39wiFr32,[],AnnaVital5,
"RT @RonaldKlain: Ladies and gentlemen, @brianschatz  has captured the wisdom of ""Donald Trump the Businessman President"" in a single senten…",[],JFields24,
RT @haaretzcom: Nikki Haley says world leaders laughed at Trump out of 'respect' | WATCH https://t.co/0CtuuUqxbJ,[],DilekAkcTayanc,Aydın 
"@EWErickson @ananavarro Trump lost the popular vote as you know. He won the electoral vote with help from Putin, wh… https://t.co/Adhgem33bL",[],mark_tiedemann,"California, USA"
RT @CNBC: President Trump is 'not happy' with Fed's decision to raise interest rates https://t.co/wCcGvBGhp6,[],kirillklip,"FREE #Canada, #UK and Planet #Earth, mostly."
RT @StephenKing: Trump’s news conference is like listening to a nut calling in to a radio sports talk show.,[],MareLouThom,
"RT @Shareblue: Wednesday's press conference ""was disturbing, deranged, and only served as further evidence of why [Trump] is unfit for offi…",[],mej_joe,
"Plan could salvage nuclear deal rubbished by Donald Trump as 'worst in history', experts believe https://t.co/Soa6jJJC80",[],jfjabbo,
"RT @ABC: Pres. Trump calls allegations against Brett Kavanaugh ""a con game"" by the Democrats.

Asked whether he believes Kavanaugh accusers…",[],Knowledge2Seek,timewarp
"RT @DGComedy: Trump: ‘These women were paid to say bad things about me.’ 

Actually YOU paid them $130k NOT to say bad things about you and…",[],MariaAzoca_,"Weslaco, TX"
"RT @guypbenson: Ahem. 

Democratic operative &amp; former senior aide to Schumer says derailing Kavanaugh is step one in our ""very complicated""…",[],HawleysJadefav,
"“All options are on the table,” #LoveYouMrPresident",['LoveYouMrPresident'],JosieFiorda,"San Diego, CA"
"@BruceAHeyman @cam121269 @realDonaldTrump @JustinTrudeau Trump never tells the truth, and has no clue what he is doing, period!",[],Mickie6904,America
"RT @tonyschwartz: I am struck by how many powerful people — most but not all men — have been outed for behavior that is criminal, indefensi…",[],StephenLday2,"Massachusetts, USA"
"RT @MarkLandler: The laughter at Trump’s UN speech underscores a hard reality for him: After 20 months of bombast, he’s now viewed by many…",[],RobynLevingston,"New South Wales, Australia"
"RT @ABC: Pres. Trump calls allegations against Brett Kavanaugh ""a con game"" by the Democrats.

Asked whether he believes Kavanaugh accusers…",[],BillQuarks,central part
RT @latimes: President Trump says Rod Rosenstein should stay in his Justice Department job https://t.co/z4SOA4ABQg https://t.co/wOQThHWLk2,[],ChloePolitiCat,United States🇺🇸
"AM I THE ONLY ONE NOT SEEING TWEETS FROM JAMES WOODS OR POTUS TRUMP?
WHAT THE HECK IS GOING ON????",[],shkago,Atlanta
"RT @i_d_g_a_f_ok: 275,000 people really thought this Dorito looking cunt was gonna jump on a rescue boat with a nice suit to help somebody…",[],yikessavannah,space
"RT @JuddLegum: 1. Trump says ""four or five"" women accused him of sexual assault during the campaign. 

That's wrong. 

There were at least…",[],AlexandreEvrai1,"Montréal, Québec"
RT @FernandoAmandi: The Democrats’ Roman circus act continues. Shameful and just plain wrong👇🏻 https://t.co/pxz4ROOK5J,[],Otro_Patriota2,
RT @tonyschwartz: It took 60 accusers before Cosby finally got convicted of sexual assault. Trump has been accused by 19 &amp; still hasn't bee…,[],teresa_atHome,Oregon
RT @Redpainter1: The only reason the GOP and Trump are clinging to Kavanaugh so tightly is because they made some deal with someone - Putin…,[],pgrandee10,United States
"@realDonaldTrump @POTUS @WhiteHouse @GOP Trump / you feel sorry for Kavanaugh's beautiful children? 

Why are we Ho… https://t.co/WpxD5Q9hAH",[],Jasmine15038530,"East Hampton, NY"
"Zero proof of Chinese election hacking: ""it's China."" 
Mountain of proof of Russian election hacking: ""Shred everyt… https://t.co/c94r74rXVF",[],discreetsecure,Hereford and Worcester
"RT @leeleeb50: trump said he feels so sorry for kavanaugh's beautiful children.  When, asshole, what about all the beautiful children in ca…",[],deekevin56_m,Greenwich Village NY
RT @StephenAtHome: Oh right...THAT'S why Trump never has press conferences.,[],scottshedd,"Prosper, TX"
"RT @ddale8: Trump said he might not be able to watch the Kavanaugh hearing because he's ""meeting with a lot of countries tomorrow."" His pub…",[],Tootsy1972,
@MANX38 @IndivisibleNet TRUMP FAMILY SUCKS https://t.co/XXylLff1Mq,[],RileyMa70257564,
RT @K_JeanPierre: That sadder part is that Donald Trump probably thinks that he did an excellent job today at his press conference. https:/…,[],EaterSouls,Guarding the gate
RT @monaeltahawy: The author of this racist drivel says “Anyone really interested in understanding why Trump was elected president should p…,[],sonia9mari,milano
"Dear #Macron, you do a lot of cock but it seems to me you are worthless 😂
Cher #Macron, tu fais beaucoup de bite ma… https://t.co/DqPsG9LCe7","['Macron', 'Macron']",simply_Umberto,"Roma, Lazio"
"RT @Ozkok_: Better then buying too expansive products from you, Trump 👊😉

German delegation titters as #Trump claims #Germany🇩🇪 will become…","['Trump', 'Germany']",SyriaWar2,Syrian Arab Republic
"RT @MichaelSteele: This Press conf. is a hot mess, giving us a front row seat into the mind of Trump. From N. Korea (Kim writes “beautiful…",[],ChefAnnie,Richmond Virginia
"It's so complicated that the Democrats don't even know what it is.  And if they do, then they are bound to make a m… https://t.co/N4TVQOr2vU",[],slvmart,Ask the NSA.
"RT @i_d_g_a_f_ok: 275,000 people really thought this Dorito looking cunt was gonna jump on a rescue boat with a nice suit to help somebody…",[],flaviachiavelli,
RT @JackPosobiec: The minute they banned Alex Jones and called him a conspiracy theorist they started saying the Trump nominee was running…,[],fakestreamlies,Unknown
RT @marstu67: ⚡️ “Ford CEO says Trump's metal tariffs have cost the company $1 billion in profit” Soon Big Business people will be foining…,[],Glouc123,Bristol England . 
"RT @netanyahu: President Trump, I want to first thank you for your strong words yesterday at the UN General Assembly against the corrupt te…",[],buzz_commander,
"RT @EricBoehlert: but the pundit class said she wasn't likeable enough, was too ambitious, and knew too many facts!   

and so where we are…",[],AireginTar,
RT @TrumpWatch: “This is Alex Jones level stuff from the President right now.” https://t.co/WCGXyQK1kC,[],Amb0306,
